BÉNIN,Taix, ambassadeur,13 juillet 1992.
BÉNIN,Boivineau, ambassadrice,6 octobre 1994.
BÉNIN,Courbin (Jacques), ambassadeur,30 décembre 1997.
BÉNIN,Mimin, ambassadeur,23 juin 2000.
BÉNIN,Daziano, ambassadeur,26 octobre 2003.
BÉNIN,Besancenot (Herv�), ambassadeur,6 juillet 2007.
BIÉLORUSSIE,Jolif, ambassadeur,22 avril 1992.
BIÉLORUSSIE,Fassier, ambassadeur,23 juin 1997.
BIÉLORUSSIE,Chmelewsky, ambassadeur,7 octobre 2002.
BIÉLORUSSIE,Musso, ambassadrice,16 janvier 2007.
BIÉLORUSSIE,Raineri, ambassadeur,29 décembre 2009.
BIRMANIE,Raoul-Duval, ministre résident,17 mars 1948.
BIRMANIE,Plion-Bernier, ministre résident,15 février 1950.
BIRMANIE,Le même,envoyé extraordinaire et ministre plénipotentiaire,30 août 1951.
BIRMANIE,Belle,envoyé extraordinaire et ministre plénipotentiaire,20 août 1952.
BIRMANIE,Salade,envoyé extraordinaire et ministre plénipotentiaire,13 juin 1956.
BIRMANIE,Favereau,envoyé extraordinaire et ministre plénipotentiaire,9 décembre 1959.
BIRMANIE,Morel-Francoz,envoyé extraordinaire et ministre plénipotentiaire,2 août 1961.
BIRMANIE,Le même, ambassadeur,13 janvier 1962.
BIRMANIE,Millet (Ren�), ambassadeur,5 avril 1965.
BIRMANIE,P�res, ambassadeur,20 janvier 1970.
BIRMANIE,Yver de La Bruchollerie, ambassadeur,23 octobre 1972.
BIRMANIE,Geoffroy, ambassadeur,27 juillet 1976.
BIRMANIE,De Camaret, ambassadeur,22 décembre 1977.
BIRMANIE,Cadol, ambassadeur,12 février 1980.
BIRMANIE,Rodrigue, ambassadeur,5 mars 1984.
BIRMANIE,Sidre, ambassadeur,13 mai 1987.
BIRMANIE,Briottet, ambassadeur,4 août 1990.
BIRMANIE,Pottier, ambassadeur,21 septembre 1994.
BIRMANIE,Amaudric du Chaffaut, ambassadeur,7 juin 1999.
BIRMANIE,Lacombe, ambassadeur,11 octobre 2003.
BIRMANIE,Lafosse, ambassadeur,29 juin 2007.
BIRMANIE,Mathou, ambassadeur,30 septembre 2010.
BOLIVIE,Lescuyer, délégué du Gouvernement provisoire,20 avril 1944.
BOLIVIE,De Siey�s,envoyé extraordinaire et ministre plénipotentiaire ,30 octobre 1945.
BOLIVIE,Morand,envoyé extraordinaire et ministre plénipotentiaire,4 novembre 1948.
BOLIVIE,Fain, ambassadeur,24 janvier 1950.
BOLIVIE,Teissier, ambassadeur,20 août 1952.
BOLIVIE,Marcotte de Sainte- Marie, ambassadeur,18 mai 1957.
BOLIVIE,Leroy-Beaulieu, ambassadeur,12 mars 1960.
BOLIVIE,Georgy, ambassadeur,30 mai 1960.
BOLIVIE,Ponchardier, ambassadeur,14 mars 1964.
BOLIVIE,Lambroschini, ambassadeur,27 mars 1968.
BOLIVIE,Mandereau, ambassadeur,26 avril 1971.
BOLIVIE,Morel (Jean), ambassadeur,18 janvier 1977.
BOLIVIE,C�saire, ambassadeur,27 décembre 1979.
BOLIVIE,Guisset, ambassadeur,18 avril 1983.
BOLIVIE,Mutter, ambassadeur,16 juin 1986.
BOLIVIE,Vidal (Henri), ambassadeur,1er août 1990.
BOLIVIE,Marlaud, ambassadeur,12 septembre 1994.
BOLIVIE,Dumont (G�rard), ambassadeur,21 octobre 1998.
BOLIVIE,Le Bihan, ambassadrice,12 octobre 2001.
BOLIVIE,Limido, ambassadrice,21 octobre 2004.
BOLIVIE,Fouquet, ambassadeur,7 décembre 2005.
BOLIVIE,Grassin, ambassadeur,8 septembre 2008.
BOSNIE – HERZÉGOVINE,Jacolin, ambassadeur,21 janvier 1993.
BOSNIE – HERZÉGOVINE,Gaudeul, ambassadeur,16 novembre 1995.
BOSNIE – HERZÉGOVINE,Bajolet, ambassadeur,31 août 1999.
BOSNIE – HERZÉGOVINE,Zipper de Fabiani, ambassadeur,25 août 2003.
BOSNIE – HERZÉGOVINE,Berniau, ambassadrice,3 juillet 2006.
BOSNIE – HERZÉGOVINE,Gilles, ambassadeur,17 juin 2010.
BOTSWANA,De Schonen, ambassadeur,2 février 1967.
BOTSWANA,Hutt, ambassadeur,16 janvier 1970.
BOTSWANA,Le Saige de La Villesbrune, ambassadeur ,3 juin 1972.
BOTSWANA,Fran�ais, ambassadeur,18 février 1976.
BOTSWANA,Gasseau, ambassadeur ,3 octobre 1979.
BOTSWANA,Plattard, ambassadeur,24 janvier 1984.
BOTSWANA,Guyot, ambassadeur,10 avril 1987.
BOTSWANA,Corn�e, ambassadeur,29 juin 1990.
BOTSWANA,Brouste, ambassadeur ,7 mai 1993.
BOTSWANA,Baleine du Laurens, ambassadeur,16 novembre 1995.
BOTSWANA,Berg, ambassadeur,20 novembre 1998.
BOTSWANA,Coulont, ambassadeur,13 juillet 2001.
BOTSWANA,Courtois, ambassadeur,24 février 2006.
BOTSWANA,Iancu, ambassadrice,8 juillet 2008.
BRÉSIL,le général d'Astier de La Vigerie, ambassadeur,21 novembre 1944.
BRÉSIL,Gu�rin (Hubert), ambassadeur,18 juin 1946.
BRÉSIL,Arvengas, ambassadeur,5 octobre 1949.
BRÉSIL,Hardion, ambassadeur,17 décembre 1953.
BRÉSIL,Baeyens (Jacques), ambassadeur,6 septembre 1960.
BRÉSIL,S�billeau (Pierre), ambassadeur,5 juin 1964.
BRÉSIL,Dufresne de La Chauvini�re, ambassadeur,19 septembre 1964.
