LISTE CHRONOLOGIQUE;;;
;;;
DES AMBASSADEURS, ENVOYÉS EXTRAORDINAIRES,;;;
;;;
MINISTRES PLÉNIPOTENTIAIRES;;;
;;;
ET CHARGÉS D'AFFAIRES DE FRANCE À L'ÉTRANGER;;;
;;;
DEPUIS 1945;;;
;;mise à jour : 25/02/2011;
;;;

AFGHANISTAN;;;

MM.;Dubois (Hubert), ambassadeur;26 juillet 1974.
;Mazeyrac, ambassadeur;21 septembre 1979.
;Omnès, ambassadeur;12 septembre 1984.
;Vidal (Gilles), ambassadeur;15 mars 1993.
;Selz, ambassadeur;19 octobre 1995.
;Véziant, ambassadeur;23 avril 1998.
;Valette, ambassadeur;10 septembre 2003.
;Serre (Georges), ambassadeur;5 octobre 2006.
;Gain, ambassadeur;24 septembre 2009.


CANADA;;

MM.;De Hautecloque, ambassadeur;21 novembre 1944.
;Gay (Francisque), ambassadeur;12 avril 1948.
;Guérin (Hubert), ambassadeur ;5 novembre 1949.
;Lacoste, ambassadeur;29 octobre 1955.
;Bousquet, ambassadeur;15 mars 1962.
;Leduc, ambassadeur ;4 mars 1965.
;Siraud, ambassadeur;25 juin 1968.
;Viot, ambassadeur;2 août 1972.
;Daufresne de La Chevalerie, ambassadeur ;2 juin 1977.
;Maillard, ambassadeur;26 novembre 1979.
;Béliard, ambassadeur ;5 mai 1981.
;Cabouat, ambassadeur;13 février 1984.
;Husson (Philippe), ambassadeur;10 février 1987.
;Bujon, ambassadeur;31 janvier 1989.
;Siefer-Gaillardin, ambassadeur;1er avril 1992.
;Hennekinne, ambassadeur;6 février 1997.
;Bauchard, ambassadeur;24 juillet 1998.
;Guelluy, ambassadeur;21 décembre 2001.
;Jouanneau, ambassadeur;2 septembre 2004.
;Delattre, ambassadeur;24 juin 2008.

CAP - VERT;;

MM.;Daufresne de La Chevalerie , ambassadeur;31 décembre 1975.
;Wibaux, ambassadeur;14 septembre 1977.
;Quesnot, chargé d'affaires;26 décembre 1980.
;Bertrand (Jacques), ambassadeur;19 mai 1982.
;Millot, ambassadeur;14 mai 1986.
;Thuillier, ambassadeur;5 février 1988.
;Chappellet, ambassadeur;17 février 1993.
;Barbe, ambassadeur;11 septembre 1996.
;Buguet, ambassadeur;30 août 2000.
;Demange, ambassadeur;12 septembre 2005.
Mme;Glas, ambassadrice;14 novembre 2008.

CENTRAFRIQUE;;

MM.;Bordier, haut représentant;14 août 1960.
;Barberot, haut représentant;2 décembre 1960.
;Le même, ambassadeur, haut représentant;20 juillet 1961.
MM.;Français, ambassadeur, haut représentant;17 avril 1965.
;Herly, ambassadeur, haut représentant;14 décembre 1966.
;De Schonen, ambassadeur, haut représentant;12 mai 1969.
;Giovangrandi, ambassadeur, haut représentant;26 janvier 1971.
;Le Cannellier, ambassadeur, haut représentant;14 juillet 1973.
;Picquet, ambassadeur, haut représentant;24 septembre 1976.
;Humann, ambassadeur, haut représentant;17 juin 1980.
;Couturier, ambassadeur, haut représentant;28 août 1981.
;Grossin, ambassadeur, haut représentant;2 avril 1984.
;Mano, ambassadeur, haut représentant;3 juillet 1985.
;Pavec, ambassadeur, haut représentant;5 juin 1987.
;Frasseto, ambassadeur, haut représentant;28 mai 1990.
;Pallu de Beaupuy, ambassadeur, haut représentant;24 septembre 1992.
;Angelier, ambassadeur, haut représentant;24 novembre 1993.
;Simon (Jean-Marc), ambassadeur, haut représentant;28 août 1996.
;Boché (Dominique), ambassadeur, haut représentant;3 octobre 2001.
;Destouesse, ambassadeur, haut représentant;6 juillet 2003.
;Girma, ambassadeur;17 juin 2006.
;Vidon, ambassadeur;4 septembre 2008.

CENTRE - AMÉRIQUE;;

(Comprenant les Républiques du Guatemala, du Nicaragua, du Costa Rica,;;
du Salvador et du Honduras);;

MM.;Médioni, délégué du Gouvernement provisoire;10 octobre 1944.
;Le même, envoyé extraordinaire et ministre plénipotentiaire ;5 avril 1945.
;Milon de Peillon, envoyé extraordinaire et ministre plénipotentiaire ;13 août 1947.
;Coiffard, envoyé extraordinaire et ministre plénipotentiaire;24 juin 1950.

(Postérieurement, voir : Guatemala, Nicaragua, Costa Rica,;;
Salvador et Honduras);;

CEYLAN;;

MM.;Pinoteau, envoyé extraordinaire et ministre plénipotentiaire;27 octobre 1948.
;Robert du Gardier, envoyé extraordinaire et ministre plénipotentiaire;6 juillet 1951.
;Colin (Lucien), envoyé extraordinaire et ministre plénipotentiaire;20 juin 1953.
;Le même, ambassadeur;décembre 1958.
;Guibaut, ambassadeur;5 mai 1959.
;Lange, ambassadeur;4 août 1961.
;Brionval (Jean), ambassadeur;26 mars 1964.
;Chambon, ambassadeur;9 décembre 1968.
;Lambroschini, ambassadeur;4 août 1971.
;;
(À partir du 22 mai 1972, voir : Sri Lanka);;

CHILI;;

MM.;Arvengas, délégué du Comité national français, puis délé-;
;gué du Gouvernement provisoire;1er juin 1943.
;De Dampierre, ambassadeur;7 décembre 1945.
;Grandin de L'Éprevier, ambassadeur;17 mars 1949.
;Baeyens, ambassadeur;18 février 1952.
;Coiffard, ambassadeur;19 octobre 1953.
;Barbara de Labelotterie de Boisséson, ambassadeur;8 juin 1957.
;Dufournier, ambassadeur;18 janvier 1960.
;Auboyneau, ambassadeur;28 février 1963.
;Raoul-Duval, ambassadeur;19 juillet 1965.
;De Saint-Légier de La Sausaye, ambassadeur;12 avril 1969.
;De Menthon, ambassadeur;18 janvier 1972.
;Lustig, ambassadeur;26 décembre 1974.
;Alvar de Biaudos de Casteja, ambassadeur;8 novembre 1978.
;Picquet (Robert), ambassadeur;1er octobre 1980.
;Bouvier, ambassadeur;25 novembre 1981.
;Depis, ambassadeur;6 décembre 1984.
;Mouton, ambassadeur;8 septembre 1986.
;Lequertier, ambassadeur;20 avril 1989.
;Cros, ambassadeur;23 février 1993.
;Gaussot, ambassadeur;30 mai 1997.
;Le Gourrierec, ambassadeur;27 avril 2001.
Mmes;Béton-Délègue, ambassadrice;22 septembre 2005.
;Bossière (Maryse), ambassadrice;4 septembre 2008.

CHINE;;

MM.;le général Pechkoff, ambassadeur;21 novembre 1944.
;Meyrier, ambassadeur;28 octobre 1945.
;Cattand, ministre conseiller, chargé d'affaires, p. i.;29 janvier 1953.
;Beaulieux, ministre conseiller, chargé d'affaires, p. i ;8 septembre 1956.
;De Curton, ministre conseiller, chargé d'affaires, p. i ;9 août 1960.
;Salade, ministre conseiller, chargé d'affaires, p. i;27 mars 1963.
;Chayet, chargé d'affaires, p. i;12 février 1964.
;Paye (Lucien), ambassadeur;27 avril 1964.
;Manac'h, ambassadeur;25 février 1969.
;Arnaud (Claude), ambassadeur;24 février 1975.
;Chayet, ambassadeur;15 octobre 1979.
;Malo, ambassadeur;7 mai 1982.
;Combal, ambassadeur;30 juillet 1986 .
;Malo, ambassadeur;25 janvier 1989.
;Martin (Claude), ambassadeur;25 septembre 1990.
;Plaisant, ambassadeur;20 décembre 1993.
;Morel (Pierre), ambassadeur;18 septembre 1997.
;Lafon, ambassadeur;23 avril 2002.
;Guelluy, ambassadeur;14 août 2004.
;Ladsous, ambassadeur;16 décembre 2006.
Mme;Bermann, ambassadrice;23 février 2011.

CHYPRE;;

MM.;Baudouy, chargé d'affaires;16 août 1960.
;Keller, ambassadeur;26 juin 1961.
;Marcotte de Sainte-Marie, ambassadeur;3 avril 1963.
;Servoise, chargé d'affaires;16 août 1967.
;De Garnier des Garets, ambassadeur;6 mars 1969.
;Vanthier, ambassadeur;4 juillet 1972.
;Chaillous, ambassadeur;15 novembre 1973.
;Olivier (Philippe), ambassadeur;11 juin 1976.
;De Favitski, ambassadeur;8 septembre 1982.
;Paolini , ambassadeur;5 septembre 1984.
;Husson (Daniel), ambassadeur;11 janvier 1989.
;Couturier, ambassadeur;30 septembre 1991.
;Pavret de la Rochefordière, ambassadeur;18 mars 1993.
;Jacolin, ambassadeur;21 novembre 1995.
;Devaivre, ambassadeur;8 avril 1998.
;Depaigne, ambassadeur;26 mars 2001.
;De La Tour du Pin Chambly de la Charce, ambassadeur;15 octobre 2003.
;Galey, ambassadeur;16 mai 2007.
;Rives, ambassadeur;5 octobre 2009.

COLOMBIE;;

MM.;Lechenet, délégué du Comité national français;17 août 1943.
;Dussol, envoyé extraordinaire et ministre plénipotentiaire ;25 juillet 1945.
;Lecompte-Boinet, envoyé extraordinaire et ministre plénipotentiaire ;4 février 1946.
;Le même, ambassadeur;19 août 1946.
;Verdier, ambassadeur ;24 juin 1950.
;Ingrand, ambassadeur;3 avril 1955.
;Rochereau de La Sablière, ambassadeur;5 mai 1959.
;Valeur, ambassadeur;11 août 1965.
;Levasseur, ambassadeur;27 décembre 1967.
;Thibault, ambassadeur;13 mars 1972.
;Alline, ambassadeur;15 septembre 1976.
;Maitre, ambassadeur;4 juin 1980.
;Posier, ambassadeur;19 janvier 1982.
;Néraud Le Mouton de Boisdeffre, ambassadeur;5 avril 1984.
;Dijoud, ambassadeur;16 mars 1988.
;Crettien, ambassadeur;30 avril 1991.
;Libourel, ambassadeur;4 janvier 1994.
;Azaïs, ambassadeur;8 septembre 1997.
;Parfait, ambassadeur;30 août 2000.
;Rohou, ambassadeur;21 septembre 2004.
;Marlaud, ambassadeur;25 mai 2007.
;Vandoorne, ambassadeur;24 septembre 2010.

COMORES;;

MM.;Copin, ambassadeur;13 décembre 1978.
;Sarazin, ambassadeur;30 mai 1980.
MM.;Deschamps (Alain), ambassadeur;26 janvier 1983.
;Scherrer, ambassadeur;30 juillet 1987.
;Sibiude, ambassadeur;16 septembre 1991.
;Ferrand, ambassadeur;12 septembre 1994.
;Le Paudert, ambassadeur;2 septembre 1996.
;Lajaunie, ambassadeur;15 mars 2000.
;Job, ambassadeur;28 février 2005.
;Hallade, ambassadeur;3 juillet 2008.

CONGO;;

MM.;Georgy, haut représentant;16 août 1960.
;Rossard, haut représentant;2 décembre 1960.
;Le même, ambassadeur, haut représentant;20 juillet 1961.
;Dauge, ambassadeur, haut représentant;2 décembre 1965.
;Curien, ambassadeur, haut représentant;2 mars 1968.
;Bonnefous, ambassadeur, haut représentant;3 juin 1970.
;Hunt, ambassadeur, haut représentant;18 novembre 1972.
;Dufourcq, ambassadeur;2 octobre 1976.
;Arnaud (André), ambassadeur;28 juillet 1978.
;Dutheil de La Rochère, ambassadeur;4 janvier 1982.
;Delos Santos, ambassadeur;23 avril 1985.
;André (Michel), ambassadeur;16 octobre 1990.
;Césaire, ambassadeur;25 avril 1994.
;Bolot, ambassadeur;11 décembre 1997.
;Taix, ambassadeur;7 octobre 2002.
;Normand, ambassadeur;8 novembre 2006.
;Valette, ambassadeur;14 décembre 2009.

CONGO  (KINSHASA);;

MM.;Charpentier, ambassadeur;30 juin 1960.
;Clauzel, ambassadeur;11 avril 1962.
;Kosciusko-Morizet, ambassadeur;24 octobre 1963.
;Courson de La Villeneuve, ambassadeur;23 février 1968.
;Chayet (Claude), ambassadeur;14 août 1970.

(Postérieurement voir : Zaïre);;

CONGO  (RÉPUBLIQUE  DÉMOCRATIQUE  DU);;
(Antérieurement voir : Zaïre);;

MM.;Rougagnou, ambassadeur;12 janvier 1996.
;Le Lidec, ambassadeur;26 février 1999.
;Serre (Georges), ambassadeur;9 juillet 2002.
;Prevost, ambassadeur;8 août 2006.
;Jacquemot, ambassadeur;16 septembre 2008.

ÎLES  COOK;;

MM.;Musnier, ambassadeur;19 octobre 1999.
;Marlaud, ambassadeur;21 septembre 2003.
;Legras, ambassadeur;15 juin 2007.

CORÉE  DU  SUD;;

MM.;Costilhes, chargé d'affaires;15 février 1949.
;Perruche, chargé d'affaires a.i.;mars-juillet 1950.
;Depeyre, chargé d'affaires;11 février 1954.
;Jankelevitch, chargé d'affaires;4 mai 1955.
;Le même, envoyé extraordinaire et ministre plénipotentiaire;1er novembre 1956.
;Chambard, ambassadeur;7 janvier 1959.
;Max, ambassadeur;24 avril 1969.
;Landy, ambassadeur;7 avril 1971.
;Teissier du Cros, ambassadeur;13 octobre 1975.
;Follin, ambassadeur;12 février 1980.
;Baeyens, ambassadeur;7 juin 1982.
;Ouvrieu, ambassadeur;13 mai 1985.
;Forquenot de La Fortelle, ambassadeur;25 juin 1987.
;Prague, ambassadeur;2 avril 1991.
;Perreau, ambassadeur;13 août 1993.
;Réau, ambassadeur;30 mai 1997.
;Descoueyte, ambassadeur;11 juin 2001.
;Thiebaud, ambassadeur;7 octobre 2005.
Mlle;Laurin, ambassadrice;20 juillet 2009.

COSTA  RICA;;
(Antérieurement voir : Centre- Amérique);;

MM.;Leroy-Beaulieu (Michel), envoyé extraordinaire et ministre plénipotentiaire;1er octobre 1951.
;Le même, ambassadeur;6 décembre 1955.
;Chambon, ambassadeur;16 février 1956.
;Périer, ambassadeur;25 août 1958.
;Perrin (Maurice), ambassadeur;8 janvier 1965.
;Debroise, ambassadeur;9 juin 1970.
;De Geis de Guyon de Pampelonne, ambassadeur;16 novembre 1972.
;De Dampierre, ambassadeur;23 novembre 1976.
;Dondenne, ambassadeur;12 février 1980.
;Marfaing, ambassadeur;10 août 1982.
;Sazarin, ambassadeur;19 novembre 1985.
;Guilhou, ambassadeur;24 mars 1988.
Mme;Dubois (Hélène), ambassadrice;3 avril 1991.
MM.;Moreau (Jean-Claude Joseph), ambassadeur;24 mai 1993.
;Boillot, ambassadeur;26 septembre 1996.
Mme;Tramond, ambassadrice;3 août 1999.
MM.;Carrasco-Saulnier, ambassadeur;9 octobre 2002.
;Monchau, ambassadeur;17 septembre 2005.
;Delloye, ambassadeur;28 octobre 2008.

CÔTE - D'IVOIRE;;

MM.;Guéna, envoyé exceptionnel plénipotentiaire;8 août 1960.
;Brasseur, ambassadeur;17 mai 1961.
;Raphaël-Leygues, ambassadeur;16 février 1963.
;Dupuch, ambassadeur;4 janvier 1979.
;Dutheil de la Rochère, ambassadeur;25 novembre 1993.
;Lott (Francis), ambassadeur;16 décembre 1998.
;Vignal (Renaud), ambassadeur;11 avril 2001.
;Le Lidec, ambassadeur;17 décembre 2002.
;Janier, ambassadeur;6 août 2005.
;Simon, ambassadeur;25 juin 2009.

CROATIE;;

MM.;Chenu, ambassadeur;3 juin 1992.
;Gaillarde, ambassadeur;19 octobre 1994.
;Turot, ambassadeur;10 septembre 1999.
;Bellanger, ambassadeur;24 août 2001.
;Saint-Paul, ambassadeur;2 novembre 2004.
;Pasquier, ambassadeur;2 juin 2009.

CUBA;;

MM.;Grousset, envoyé extraordinaire et ministre plénipotentiaire;7 août 1943.
;Lamarle, envoyé extraordinaire et ministre plénipotentiaire;2 octobre 1948.
;Petit de Beauverger, envoyé extraordinaire et ministre plénipotentiaire;12 avril 1950.
;Le même, ambassadeur;10 février 1951.
;Grousset, ambassadeur;8 novembre 1952.
;Robert du Gardier, ambassadeur;31 juillet 1959.
;Négrier, ambassadeur;23 juillet 1964.
;Bayle, ambassadeur;24 août 1966.
;Anthonioz, ambassadeur;16 juin 1972.
;De Favitski, ambassadeur;10 janvier 1975.
;Renard, ambassadeur;17 décembre 1979.
;Decamps, ambassadeur;24 décembre 1981.
;Marfaing, ambassadeur;30 décembre 1985.
;Peltier, ambassadeur;30 mai 1990.
;Dufour (Jean-Raphaël), ambassadeur;25 janvier 1993.
;Roé d' Albert, ambassadeur;14 février 1997.
;Lévy (Jean), ambassadeur;19 septembre 2000.
Mme;Pagnier, ambassadrice;27 octobre 2003.
M.;Doré, ambassadeur;9 août 2007.
;Mendelson, ambassadeur;28 septembre 2010.

DAHOMEY;;

MM.;Tirant, envoyé exceptionnel et plénipotentiaire;2 août 1960.
;Dupont (Jacques), ambassadeur;31 août 1961.
;Georgy (Guy), ambassadeur;4 janvier 1964.
;Delamare, ambassadeur;13 janvier 1969.
;Van Grevenynghe, ambassadeur;23 juin 1972.
;;
(Postérieurement voir : Bénin);;

DANEMARK;;

MM.;De Panafieu, chargé d'affaires;14 juin 1945.
;De Girard de Charbonnière, envoyé extraordinaire et ministre plénipotentiaire;20 août 1945.
;Le même, ambassadeur;18 mars 1947.
;Bourdeillette, ambassadeur;19 décembre 1951.
;Fouchet (Christian), ambassadeur;9 septembre 1958.
;Ledoux, ambassadeur;1er juillet 1962.
;Sébilleau, ambassadeur;26 mai 1966.
;Winckler, ambassadeur ;6 avril 1970.
;Pelen, ambassadeur;11 février 1972.
;Gorce, ambassadeur;19 octobre 1976.
;Bastide, ambassadeur;26 août 1982.
;Bouvier, ambassadeur;2 avril 1985.
;Drumetz, ambassadeur;12 octobre 1988.
;O'Cornesse, ambassadeur;15 juillet 1992.
;Le Chartier de Sedouy, ambassadeur;19 octobre 1995.
;Masset (Jean-Pierre), ambassadeur;17 juillet 1998.
;De Belenet (Régis), ambassadeur;22 novembre 2001.
Mmes;Gazeau-Secret, ambassadrice;28 septembre 2005.
;Quincy, ambassadrice;28 septembre 2007.
;Bujon-Barré, ambassadrice;22 septembre 2010.

DJIBOUTI;;

MM.;Bastouil, ambassadeur;6 juillet 1977.
;Garreau, ambassadeur;3 décembre 1981.
;Thomas (Robert), ambassadeur;27 mars 1985.
;Soubeste, ambassadeur;8 avril 1988.
;De Belenet, ambassadeur;1er avril 1992.
;Momal, ambassadeur;12 septembre 1994.
;Le Tourneau, ambassadeur;28 mai 1997.
;Roussel, ambassadeur;20 juillet 1999.
;Selz, ambassadeur;8 janvier 2004.
;Angelier, ambassadeur;18 septembre 2005.
;Decherf, ambassadeur;9 juin 2007.
;Forceville, ambassadeur;27 août 2010.

RÉPUBLIQUE DOMINICAINE;;

MM.;Méric de Bellefon, délégué du Comité national français ;17 août 1943.
;De Maricourt, envoyé extraordinaire et ministre plénipotentiaire;21 février 1945.
;Desplaces de Charmasse, envoyé extraordinaire et ministre plénipotentiaire;19 juillet 1948.
;Le même, ambassadeur;1er mai 1950.
;Keller, ambassadeur;27 avril 1951.
;Périer, ambassadeur;12 juillet 1956.
;Monmayou, ambassadeur;25 août 1958.
;Lafon de Lageneste, ambassadeur;3 mai 1961.
;Fouchet (Paul), ambassadeur;18 juin 1964.
;Fourier-Ruelle, ambassadeur;27 juillet 1966.
;Le Mire, ambassadeur;21 août 1970.
;Giraudon, ambassadeur;21 mars 1975.
;Le Caruyer de Beauvais (Patrice), ambassadeur;18 avril 1978.
;Fesquet, ambassadeur;18 août 1982.
;Fouquet, ambassadeur;24 juillet 1986.
;Royet, ambassadeur;16 février 1990.
;Guyomard, ambassadeur;1er juillet 1992.
;Vidal (Henri), ambassadeur;21 septembre 1994.
;Deniau (François-Xavier), ambassadeur;28 janvier 1998.
;Moyret, ambassadeur;1er février 2002.
Mme;Pozzo di Borgo, ambassadrice;29 octobre 2005.
M.;Dubertrand, ambassadeur;30 août 2008.

DOMINIQUE;;

MM.;Chollet (Henri), ambassadeur;17 janvier 1979.
;De Choiseul-Praslin, ambassadeur ;7 février 1980.
Mlle;Claude- Lafontaine, ambassadrice;13 octobre 1982.
MM.;Bochet (Gilbert), ambassadeur;16 mars 1984.
;Bucco- Riboulat, ambassadeur;3 décembre 1987.
;Schricke, ambassadeur;17 juillet 1990.
Mmes;Alvarez, ambassadrice;21 septembre 1992.
;Dubois (Hélène), ambassadrice;7 août 1996.
MM.;Losguardi, ambassadeur;15 mai 1998.
;Vidal (Henri), ambassadeur;3 avril 2000.
;Venzo, ambassadeur;22 août 2003.
Mme;Sauteraud, ambassadrice;13 décembre 2006.
M;Prom, ambassadeur;26 octobre 2009.
ÉGYPTE;;

MM.;Lescuyer, envoyé extraordinaire et ministre plénipotentiaire;27 juillet 1944.
;Arvengas, envoyé extraordinaire et ministre plénipotentiaire;11 avril 1946.
;Le même, ambassadeur;21 novembre 1946.
MM.;Couve de Murville, ambassadeur;4 février 1950.
;De Blanquet du Chayla, ambassadeur;du 2 mars 1955
;;au 31 octobre 1956.
;Froment- Meurice, chargé d'affaires;11 avril 1963.
;Roux (Jacques), ambassadeur;8 novembre 1963.
;Puaux (François), ambassadeur;16 novembre 1968.
;De Leusse de Syon, ambassadeur;24 janvier 1972.
;Sénard, ambassadeur;1er juin 1976.
;Andreani, ambassadeur;27 août 1979.
;Cuvillier, ambassadeur;16 septembre 1981.
;Hunt, ambassadeur;24 janvier 1985.
;Dejammet, ambassadeur;16 mars 1989.
;Leclercq, ambassadeur;16 septembre 1991.
;Rochereau de La Sablière, ambassadeur;5 juillet 1996.
;Dopffer, ambassadeur;7 janvier 2000.
;Cousseran, ambassadeur;10 septembre 2002.
;Coste (Philippe), ambassadeur;5 octobre 2005.
;Félix-Paganon, ambassadeur;18 août 2008.

ÉMIRATS  ARABES  UNIS;;
(Représentation assumée antérieurement par l'ambassadeur de France au Koweit);;

MM.;Carton, ambassadeur;19 avril 1972.
;Martin (Paul), ambassadeur;16 janvier 1974.
;Guisset, ambassadeur;3 novembre 1977.
;Honnorat, ambassadeur;23 décembre 1981.
;Crettien, ambassadeur;27 mars 1985.
;Colin de Verdière, ambassadeur;30 janvier 1987.
;Poletti, ambassadeur;13 mars 1991.
;Barré (Jean-Paul), ambassadeur;25 avril 1994.
;Thibault, ambassadeur;23 janvier 1997.
;Gouyette, ambassadeur;16 mai 2001.
;Paoli, ambassadeur;18 septembre 2005.
;Azouaou, ambassadeur;26 juillet 2008.

ÉQUATEUR;;

MM.;Denis, chargé d'affaires;14 juillet 1944.
;Le même, envoyé extraordinaire et ministre plénipotentiaire;5 juillet 1946.
;Henriot, envoyé extraordinaire et ministre plénipotentiaire;19 novembre 1947.
;Denis, envoyé extraordinaire et ministre plénipotentiaire;11 avril 1951.
;Le même, ambassadeur;12 septembre 1951.
;Bernys, ambassadeur;1er juin 1955.
;Valeur, ambassadeur;28 juillet 1960.
;Morel-Fracoz, ambassadeur;11 août 1965.
;Thibault, ambassadeur;27 décembre 1967.
;Barbusse, ambassadeur;12 avril 1972.
;Maitre, ambassadeur;23 août 1976.
;Loiseleur des Lonchamps Deville, ambassadeur;25 juin 1980.
;Perrin (Michel), ambassadeur;2 juin 1983.
MM.;Dasque, ambassadeur;14 mai 1987.
;Gaussot (Jean-Michel), ambassadeur;7 septembre 1989.
;Rapin, ambassadeur;1er février 1993.
;Goudard (François), ambassadeur;10 novembre 1997.
;Pinot, ambassadeur;1er septembre 2000.
;Cousin, ambassadeur;20 janvier 2004.
;Lopinot, ambassadeur;2 novembre 2006.
;Main de Boissière, ambassadeur;11 janvier 2010.

ÉRYTHRÉE;;

MM.;Momal, ambassadeur;14 juin 1995.
;Le Vert, ambassadeur;25 novembre 1996.
;Sambrana, ambassadeur;30 septembre 2002.
;Coulont, ambassadeur;23 juin 2007.
;Auque, ambassadeur;1er février 2010.

ESPAGNE;;

MM.;Truelle, délégué du Comité national français;12 octobre 1943.
;Hardion, ministre plénipotentiaire, chargé de la délégation française;5 mai 1945.
;Le même , ambassadeur;1er février 1951.
;Meyrier, ambassadeur;15 décembre 1951.
;Le Roy de La Tournelle , ambassadeur;6 novembre 1954.
;Jacquin de Margerie (Roland), ambassadeur;3 septembre 1959.
;Blanquet du Chayla, ambassadeur;8 juin 1962.
;Barbara de Labelotterie de Boisséson, ambassadeur;28 février 1964.
;Gillet, ambassadeur;29 janvier 1970.
;Deniau, ambassadeur;18 février 1976.
;Acquin de Margerie (Emmanuel), ambassadeur;22 novembre 1977.
;Delaye (Raoul), ambassadeur;5 janvier 1981.
;Guidoni, ambassadeur;27 janvier 1983.
;Gutmann, ambassadeur;29 mai 1985.
;Benoit de Coignac, ambassadeur;5 octobre 1988.
;Gadaud, ambassadeur;18 mars 1993.
;Leclercq (Patrick), ambassadeur;5 juillet 1996.
;Siefer-Gaillardin, ambassadeur;5 avril 2000.
;Schrameck, ambassadeur;21 octobre 2002.
;Blanchemaison, ambassadeur;26 janvier 2005.
;Delaye, ambassadeur;6 juin 2007.

ESTONIE;;

MM.;Huntzinger, ambassadeur;9 octobre 1991.
;Faure (Jacques), ambassadeur;9 mai 1994.
;Subrenat (Jean-Jacques), ambassadeur;17 juillet 1998.
Mme;De Ghaisne de Bourmont, ambassadrice;10 septembre 2002.
MM.;Labrosse, ambassadeur;15 octobre 2006.
;Billet, ambassadeur;14 septembre 2009.

ÉTATS - UNIS  D'AMÉRIQUE;;

MM.;Bonnet (Henri), ambassadeur;13 décembre 1944.
;Couve de Murville, ambassadeur;31 décembre 1954.
;Alphand, ambassadeur;7 juillet 1956.
;Lucet, ambassadeur;7 octobre 1965.
;Kosciusko-Morizet, ambassadeur;6 mars 1972.
;Lefebvre de Laboulaye, ambassadeur;18 octobre 1977.
;Vernier-Palliez, ambassadeur;31 décembre 1981.
;Jacquin de Margerie, ambassadeur;17 octobre 1984.
;Andreani, ambassadeur;8 novembre 1989.
;Bujon, ambassadeur;20 septembre 1995.
;Levitte, ambassadeur;25 novembre 2002.
;Vimont, ambassadeur;18 août 2007.
;Delattre, ambassadeur;14 février 2011.
ÉTHIOPIE;;

MM.;De Blesson, chargé de mission;1er septembre 1944.
;Le même, envoyé extraordinaire et ministre plénipotentiaire;17 avril 1945.
;Roux (Henri), ambassadeur;20 juin 1950.
;Baeyens, ambassadeur;19 avril 1955.
;Sauvagnargues, ambassadeur;10 juillet 1956.
;Begougne de Juniac, ambassadeur;24 février 1960.
;Bénard, ambassadeur;1er juin 1965.
;Treca, ambassadeur;25 août 1971.
;Barbier, ambassadeur;21 juin 1975.
;Ausseil, ambassadeur;24 mai 1978.
;Bry, ambassadeur;31 octobre 1980.
;Paoli, ambassadeur;17 juillet 1984.
;Michel (François), ambassadeur ;5 octobre 1987.
;Pavret de La Rochefordière, ambassadeur;30 juillet 1990.
;Amigues, ambassadeur;17 février 1993.
;Rouquié, ambassadeur;17 septembre 1996.
;Dewatre, ambassadeur;15 mars 2000.
Mme;Dallant, ambassadrice;9 juillet 2001.
MM.;Gompertz, ambassadeur;18 septembre 2004.
;Belliard, ambassadeur;8 janvier 2009.

ÎLES  FIDJI;;

MM.;De Nicolay, ambassadeur;16 juillet 1971.
;De Schonen, ambassadeur;12 décembre 1976.
;Gueury, ambassadeur;18 avril 1978.
;Puissant, ambassadeur;30 mai 1980.
;Dupont (Daniel), ambassadeur;29 février 1984.
;Jacolin, ambassadeur;20 décembre 1989.
;Costilhes, ambassadeur;29 mars 1993.
;Jolivet, ambassadeur;10 juillet 1996.
;Vidon (Jean-Pierre), ambassadeur;1er février 2000.
;Berg, ambassadeur;1er avril 2004.
MM.;Bouffandeau, ambassadeur;30 juin 2006.
;Monnier, ambassadeur;22 septembre 2008.
;Montagnier, ambassadeur;26 novembre 2010.

FINLANDE;;

MM.;Lévi (Daniel), représentant du Gouvernement provisoire;10 mars 1945.
;Le même, envoyé extraordinaire et ministre plénipotentiaire ;5 septembre 1946.
;Coulet, envoyé extraordinaire et ministre plénipotentiaire;11 octobre 1947.
;Lecompte-Boinet, envoyé extraordinaire et ministre plénipotentiaire;15 juin 1950.
;Le même, ambassadeur;17 septembre 1954.
;Jouve (Géraud), ambassadeur;17 août 1955.
;Verdier, ambassadeur;31 mars 1960.
;Bouffanais, ambassadeur;19 mai 1964.
;Dufournier, ambassadeur;18 mai 1966.
;André (Gérard), ambassadeur;27 mars 1969.
;Chazelle, ambassadeur;9 octobre 1975.
;Husson (Philippe), ambassadeur;5 mai 1981.
;Beaux, ambassadeur;6 juin 1984.
;Ourmet, ambassadeur;13 mars 1986.
;Maitre, ambassadeur;16 mars 1988.
;Turot, ambassadeur;9 octobre 1991.
;Briottet, ambassadeur;21 septembre 1994.
;D'Humières, ambassadeur;27 janvier 1998.
;Subrenat, ambassadeur;11 octobre 2002.
;Cros, ambassadeur;16 août 2005.
Mme;Bourolleau, ambassadrice;22 février 2008.

GABON;;

MM.;Risterucci, haut représentant;18 août 1960.
