LISTE CHRONOLOGIQUE;;;
;;;
DES AMBASSADEURS, ENVOYÉS EXTRAORDINAIRES,;;;
;;;
MINISTRES PLÉNIPOTENTIAIRES;;;
;;;
ET CHARGÉS D'AFFAIRES DE FRANCE À L'ÉTRANGER;;;
;;;
DEPUIS 1945;;;
;;mise à jour : 25/02/2011;
;;;

AFGHANISTAN;;;

;Le même, ambassadeur, haut représentant;20 juillet 1961.
;Cousseran, ambassadeur, haut représentant;9 janvier 1963.
;Simon de Quirielle, ambassadeur, haut représentant;26 mars 1964.
;Delauney, ambassadeur, haut représentant;20 avril 1965.
;Ribo, ambassadeur, haut représentant;23 août 1972.
;Delauney, ambassadeur, haut représentant;9 avril 1975.
;Robert (Maurice), ambassadeur, haut représentant;8 novembre 1979.
;Cantoni, ambassadeur, haut représentant;16 septembre 1981.
;Dabezies, ambassadeur, haut représentant;29 août 1982.
;Dominici, ambassadeur, haut représentant;19 août 1986.
;Courtois, ambassadeur, haut représentant;3 juin 1994.
;Lunven, ambassadeur, haut représentant;27 octobre 1995.
;Selz, ambassadeur, haut représentant;16 mars 1998.
;Simon (Jean-Marc), ambassadeur, haut représentant;26 juillet 2003.
;Roisin, ambassadeur, haut représentant;4 novembre 2008.
;Desmazières, ambassadeur, haut représentant;23 février 2011.

GAMBIE;;

MM.;Vyau de Lagarde, ambassadeur;28 mai 1965.
;Argod, ambassadeur;9 août 1969.
;Daufresne de La Chevalerie, ambassadeur;10 mai 1973.
;Wibaux, ambassadeur;8 novembre 1977.
;Harel, ambassadeur;22 novembre 1983.
;Lucet, ambassadeur;27 octobre 1986.
;Perreau, ambassadeur;22 août 1991.
;Ala, ambassadeur;15 juillet 1994.
;Lewin, ambassadeur;3 juillet 1996.
;De Gliniasty, ambassadeur;11 février 1999.
;Roisin, ambassadeur;14 septembre 2003.
;Parant, ambassadeur;30 mai 2005.
;Rufin, ambassadeur;6 novembre 2007.
;Normand, ambassadeur;28 septembre 2010.

GÉORGIE;;

MM.;Morel (Pierre), ambassadeur;21 septembre 1992.
;Fassier, ambassadeur;18 mars 1993.
Mmes;Musso, ambassadrice;23 juin 1997.
;Zourabichvili, ambassadrice;11 septembre 2003.
MM.;Lefort (Philippe), ambassadeur;5 juillet 2004.
;Fournier, ambassadeur;27 juillet 2007.

GHANA;;

MM.;De Guiringaud, ambassadeur;7 juillet 1957.
;Grousset, ambassadeur;15 mars 1961.
;Épinat, ambassadeur;10 juillet 1964.
;Anthonioz, ambassadeur;10 mai 1968.
;Deciry, ambassadeur;10 août 1972.
;Chaillous, ambassadeur;17 septembre 1976.
;Zebrowski, ambassadeur;16 avril 1980.
;O'Cornesse, ambassadeur;1er juillet 1982.
;Auchère, ambassadeur;12 novembre 1986.
;Lionnet, ambassadeur;28 février 1990.
;Brochenin, ambassadeur;30 avril 1993.
;Ferrand (Didier), ambassadeur;7 novembre 1996.
;Berrit, ambassadeur;28 septembre 2000.
;Jacquemot, ambassadeur;6 janvier 2005.
;Hurtut, ambassadeur;2 septembre 2008.

GRÈCE;;

MM.;Baelen, délégué;25 janvier 1944.
;De Vaux Saint- Cyr,ambassadeur;18 août 1945.
;Baelen, ambassadeur;18 décembre 1951.
;Charpentier, ambassadeur;4 janvier 1955.
;De Girard de Charbonnière, ambassadeur;16 septembre 1957.
;Baeyens (Jacques), ambassadeur;14 mars 1964.
;Durand (Bernard), ambassadeur;13 juin 1969.
;Jacquin de Margerie (Christian), ambassadeur;14 mars 1973.
;Merillon, ambassadeur;13 octobre 1975.
;De Folin, ambassadeur;22 décembre 1977.
;Rebeyrol, ambassadeur;12 mars 1980.
;Charpy, ambassadeur;23 décembre 1981.
;Blanc (Pierre-Louis), ambassadeur;9 mai 1985.
;Plaisant, ambassadeur;11 mars 1987.
;Thibau, ambassadeur;13 juin 1989.
;Cadet, ambassadeur;1er juillet 1992.
;Kessedjian, ambassadeur;5 janvier 1995.
;Ripert, ambassadeur;13 juillet 2000.
;Delaye, ambassadeur;8 septembre 2003.
;Farnaud, ambassadeur;11 juin 2007.

GRENADE;;

MM.;Chollet, ambassadeur;16 juin 1975.
;De Choiseul-Praslin, ambassadeur;14 septembre 1979.
Mlle;Claude-Lafontaine, ambassadrice;24 août 1982.
MM.;Bochet (Gilbert), ambassadeur;2 avril 1984.
;Bucco-Riboulat, ambassadeur;3 novembre 1987.
;Schricke, ambassadeur;17 juillet 1990.
Mmes;Alvarez, ambassadrice;2 octobre 1992.
;Dubois (Hélène), ambassadrice;7 août 1996.
MM.;Losguardi, ambassadeur;2 décembre 1998.
;Vidal (Henri), ambassadeur;24 août 2000.
;Venzo, ambassadeur;22 octobre 2003.
Mme;Sauteraud, ambassadrice;26 mars 2007.
M.;Prom, ambassadeur;27 janvier 2010.

GUATEMALA;;

MM.;Coiffard, envoyé extraordinaire et ministre plénipotentiaire;24 juin 1950.
;Robert du Gardier, envoyé extraordinaire et ministre plénipotentiaire;17 novembre 1953.
;Le même, ambassadeur;12 août 1955.
;De Bercegol de Lile, ambassadeur;5 septembre 1959.
;Guiramand, ambassadeur;19 mars 1962.
;Wernert, ambassadeur;30 décembre 1966.
;Ruffin, ambassadeur;27 janvier 1971.
;Lalouette (René), ambassadeur;16 avril 1975.
;Deblé, ambassadeur;21 mai 1980.
;Le Guen, ambassadeur;16 juillet 1984.
;Mazeo, ambassadeur;9 mars 1988.
;Poudade, ambassadeur;25 septembre 1991.
;Chrettien, ambassadeur;15 décembre 1993.
;Pinot, ambassadeur;5 juillet 1996.
;Vidal (Gilles), ambassadeur;30 août 2000.
;Carrasco-Saulnier, ambassadeur;17 septembre 2005.
Mme;Ramis-Plum, ambassadrice;4 septembre 2008.

GUINÉE;;

MM.;Huré (Francis), chargé d'affaires;11 février 1959.
;Siraud, chargé d'affaires;29 juin 1959.
;Pons (Louis), ambassadeur;15 mars 1961.
;Koenig (Philippe), ambassadeur;23 janvier 1964.

(Il n'y a pas eu d'agent diplomatique à Conakry de décembre 1965 à décembre 1975);;

MM.;Lewin, ambassadeur;30 décembre 1975.
;Omnès (Yvon), ambassadeur;21 septembre 1979.
;Rethoré, ambassadeur;23 mai 1984.
;Thomas (Robert), ambassadeur;22 juillet 1989.
;Guidon, ambassadeur;7 novembre 1991.
;La Tour du Pin Chambly de la Charce, ambassadeur;2 mai 1994.
;Philibert, ambassadeur;31 mai 1997.
;Gauer, ambassadeur;8 septembre 1999.
Mme;Lefort (Bernadette), ambassadrice;14 avril 2003.
MM.;Berrit, ambassadeur;23 octobre 2005.
;Graebling, ambassadeur;26 octobre 2009.

GUINÉE - BISSAO;;

MM.;Daufresne de La Chevalerie, ambassadeur;15 juillet 1975.
;Wibaux, ambassadeur;14 septembre 1977.
;Robin (Yves), chargé d'affaires;15 octobre 1979.
;Le même, ambassadeur;27 mai 1982.
;Bouroux, ambassadeur;14 juin 1984.
;Thomas (Jean), ambassadeur;24 mars 1989.
;Petiet, ambassadeur;15 janvier 1991.
MM.;Lem, ambassadeur;18 mars 1993.
;Chappelet, ambassadeur;7 août 1996.
;Le Tourneau, ambassadeur;26 mars 2001.
Mme;Poudade-Hailloud, ambassadrice;14 octobre 2004.
M.;Parot, ambassadeur;27 octobre 2006.
;Flesch, ambassadeur;2 septembre 2010.

GUINÉE  ÉQUATORIALE;;

MM.;Bernard (Henri), ambassadeur;10 juillet 1969.
;Raguenet, ambassadeur;9 novembre 1972.
;Fournier (Jacques), ambassadeur;28 mai 1976.
;Cornet, ambassadeur;20 mars 1978.
;Soubeste (Claude), ambassadeur;9 avril 1981.
;Cornee, ambassadeur;14 mai 1982.
;Causse, ambassadeur;8 novembre 1985.
;Gazon, ambassadeur;8 novembre 1989.
;Brunet de Courssou, ambassadeur;9 août 1994.
;Breton, ambassadeur;8 avril 1998.
;Deniaud, ambassadeur;27 octobre 2004.
;Serieys, ambassadeur;7 février 2008.

GUYANA;;

MM.;Fournier de Montoussé, ambassadeur;6 avril 1967.
;Le Mintier de Lehelec, ambassadeur;10 mai 1968.
;Chollet, ambassadeur;11 juillet 1975.
;De Choiseul-Praslin, ambassadeur;17 décembre 1979.
Mlle;Claude-Lafontaine, ambassadrice;26 août 1982.
M.;Le Cannellier, ambassadeur;17 juillet 1984.
Mlle;Debenest, ambassadrice;24 juin 1987.
MM.;Nardin, ambassadeur;28 août 1991.
;Ariola, ambassadeur;16 octobre 1995.
;Pelen, ambassadeur;24 novembre 1999.
;Bruno, ambassadeur;4 janvier 2005.
;Barbeyron, ambassadeur;25 février 2008.

HAÏTI;;

MM.;Milon de Peillon, délégué;17 août 1943.
;Chayet, envoyé extraordinaire et ministre plénipotentiaire;25 juillet 1945.
;Chancel, ambassadeur;7 mai 1950.
;De Bercegol de Lile, ambassadeur;17 octobre 1952.
;Félix, ambassadeur;6 juin 1956.
;Le Génissel, ambassadeur;28 juillet 1960.
;Koenig, ambassadeur;29 septembre 1967.
;Dorin, ambassadeur;29 mars 1972.
;Deblé, ambassadeur;27 décembre 1974.
;Peyronnet, ambassadeur;5 mai 1980.
;Barthelemy, ambassadeur;16 janvier 1981.
MM.;Michel (François-Claude), ambassadeur;11 février 1983.
;De La Fournière, ambassadeur;13 mars 1986.
;Dufour, ambassadeur;30 novembre 1988.
;Selz, chargé d'affaires a. i.;15 juin 1992.
;Le même, ambassadeur;29 décembre 1994.
;Roussel (Patrick), ambassadeur;6 décembre 1995.
;Gaudeul, ambassadeur;31 août 1999.
;Burkard, ambassadeur;25 août 2003.
;Connan, ambassadeur;8 janvier 2006.
;Le Bret, ambassadeur;6 octobre 2009.

HAUTE - VOLTA;;

MM.;Masson, envoyé exceptionnel et plénipotentiaire;4 août 1960.
;Ravail, envoyé exceptionnel et plénipotentiaire;12 janvier 1961.
;Le même, ambassadeur;30 août 1961.
;Levasseur, ambassadeur;20 mai 1963.
;Delaye, ambassadeur;6 décembre 1967.
;Blanc (Paul), ambassadeur;14 mars 1973.
;Le Cannellier, ambassadeur ;7 juin 1977.
;Boyer (Gaston), ambassadeur;30 octobre 1981.
;Le Blanc, ambassadeur;30 novembre 1983.

(À partir du 4 août 1984, voir : Burkina);;

HONDURAS;;
(Antérieurement voir : Centre- Amérique);;

MM.;Colonna-Césari, envoyé extraordinaire et ministre plénipotentiaire;16 mai 1952.
;Le même, ambassadeur;13 juillet 1956.
;Max, ambassadeur;6 septembre 1963.
;Du Boisberranger, ambassadeur;8 mai 1969.
;Langlais, ambassadeur;13 mars 1973.
;Millet-Delpech de Frayssinet, ambassadeur;1er juin 1976.
;Héritier, ambassadeur;6 décembre 1979.
;Tronc, ambassadeur;24 décembre 1981.
;Aubin de Blanpré, ambassadeur;6 décembre 1984.
;Dumon, ambassadeur;5 octobre 1987.
;Ramon, ambassadeur;14 février 1990.
;Saillard, ambassadeur;18 juin 1992.
;Vidal (Gilles), ambassadeur;6 février 1997.
;Avignon, ambassadeur;30 août 2000.
;Basaguren, ambassadeur;25 août 2003.
;Dominati, ambassadeur;30 mai 2007.

HONGRIE;;

MM.;Giraud (Paul), représentant des intérêts français;2 février 1945.
;Faure (Robert), chargé d'affaires;21 décembre 1945.
MM.;Gauquié, envoyé extraordinaire et ministre plénipotentiaire;12 mars 1946.
;Delelande, envoyé extraordinaire et ministre plénipotentiaire;7 octobre 1950.
;Paul-Boncour, envoyé extraordinaire et ministre plénipotentiaire;28 mai 1956.
;Francfort, envoyé extraordinaire et ministre plénipotentiaire;3 mars 1962.
;Le même, ambassadeur;18 décembre 1963.
;Gastambide, ambassadeur;24 novembre 1965.
;Amanrich, ambassadeur;4 août 1971.
;Bressier, ambassadeur;6 août 1974.
;Lecompt, ambassadeur;12 février 1980.
;Dubois (Hubert), ambassadeur;19 avril 1983.
Mme;Malitchenko, ambassadrice;13 mars 1986.
MM.;Brochand, ambassadeur;23 décembre 1989.
;Nicoullaud, ambassadeur;5 août 1993.
;Poudade, ambassadeur;6 mars 1997.
;Combles de Nayves, ambassadeur;21 décembre 2001.
;Zeller, ambassadeur;27 septembre 2004.
;Roudaut, ambassadeur;17 septembre 2007.

INDE;;

MM.;Raux, délégué du Gouvernement provisoire;9 mars 1944.
;Fouchet (Christian), délégué du Gouvernement provisoire ;8 août 1945.
;Roux (Henri-Paul), chargé d'affaires;14 mars 1947.
;Lévi (Daniel), ambassadeur;3 novembre 1947.
;Ostrorog, ambassadeur;26 juin 1951.
;Garnier, ambassadeur;25 mars 1961.
;Daridan, ambassadeur;28 mai 1965.
;Vyau de Lagarde, ambassadeur;2 avril 1970.
;Jurgensen, ambassadeur;5 juillet 1972.
;Winckler, ambassadeur;1er juin 1976.
;Ross, ambassadeur;4 avril 1979.
;Boidevaix, ambassadeur;23 décembre 1982.
;Merimée, ambassadeur;12 mars 1985.
;Lewin, ambassadeur;31 juillet 1987.
;Petit (Philippe), ambassadeur;15 janvier 1991.
;Blanchemaison, ambassadeur;30 avril 1996.
;De Faubournet de Montferrand, ambassadeur;24 août 2000.
;Girard (Dominique), ambassadeur;15 décembre 2002.
;Bonnafont, ambassadeur;3 septembre 2007.

INDONÉSIE;;

MM.;Gauquié, ambassadeur;2 août 1950.
;Sivan, ambassadeur;5 novembre 1953.
;Brionval (Jean), ambassadeur;30 décembre 1955.
;Kœnigswarter, ambassadeur;4 juillet 1957.
MM.;Belle, ambassadeur;20 octobre 1959.
;Dorget, ambassadeur;6 novembre 1961.
;Cheysson, ambassadeur;16 juin 1966.
;Gorce, ambassadeur;12 mars 1970.
;Servoise, ambassadeur;23 février 1977.
;De Favitski, ambassadeur;9 janvier 1980.
;Soulier, ambassadeur;29 septembre 1982.
;Hennekinne, ambassadeur;20 juin 1986.
;O'Cornesse, ambassadeur;22 mars 1989.
;Girard, ambassadeur;7 octobre 1992.
;Martin de Beaucé, ambassadeur;11 avril 1995.
;Cros, ambassadeur;10 novembre 1997.
;Ladsous, ambassadeur;30 octobre 2001.
;Vignal (Renaud), ambassadeur;10 avril 2003.
Mme;Boivineau, ambassadrice;5 décembre 2006.
M.;Zeller, ambassadeur;28 juillet 2008.

IRAK;;

MM.;Remérand, chargé d'affaires;24 novembre 1946.
;Balay, envoyé extraordinaire et ministre plénipotentiaire;1er décembre 1947.
;Clarac, envoyé extraordinaire et ministre plénipotentiaire;9 mai 1950.
;Chancel, envoyé extraordinaire et ministre plénipotentiaire;21 février 1953.
;Le même, ambassadeur;9 juillet 1953.
;De Vaucelles, ambassadeur ;du 2 décembre 1954
;;au 9 novembre 1956.
;Le Gourriérec, chargé d'affaires;16 février 1963.
;Dumarçay, ambassadeur;30 septembre 1963.
;Gorce (Pierre), ambassadeur;21 mars 1967.
;Cerles, ambassadeur;11 février 1970.
;Morizet, ambassadeur;9 octobre 1975.
;Rocalve, ambassadeur;27 mars 1980.
;Depis, ambassadeur;26 novembre 1981.
;Courage, ambassadeur ;7 décembre 1984.
;Lecourtier, ambassadeur (nommé non installé);16 juillet 1990.

(Les relations diplomatiques entre la France et l'Irak, rompues le 8 février 1991,;;
ont été rétablies le 29 juillet 2004. Durant cette période, la protection;;
des intérêts français a été assurée par la Roumanie);;

MM.;Janier, chargé d’affaires a.i.;21 mai 1999.
;Bajolet, chargé d’affaires a.i.;1er septembre 2003.
;Le même, ambassadeur;29 juillet 2004.
;Girault, ambassadeur;4 octobre 2006.
;Boillon, ambassadeur;3 septembre 2009.

IRAN;;

MM.;Lafond, délégué;15 janvier 1944.
;Le même, ambassadeur;5 septembre 1946.
;Coulet, ambassadeur;20 juin 1950.
MM.;Paris (Jacques-Émile), ambassadeur;2 mars 1955.
;Roux (Henri), ambassadeur;23 novembre 1956.
;Sivan, ambassadeur;28 décembre 1961.
;Charles-Roux, ambassadeur;7 mars 1969.
;De Souza, ambassadeur;18 juillet 1972.
;De Saint-Legier de La Sausaye, ambassadeur;14 mars 1977.
;Delaye, ambassadeur ;25 octobre 1977.
;Georgy, ambassadeur;18 septembre 1980.
;Lafrance, chargé d'affaires;4 juin 1986.

(Les relations diplomatiques entre la France et l'Iran, rompues le 17 juillet 1987,;;
ont été rétablies le 16 juin 1988. Durant cette période, la protection;;
 des intérêts français a été assurée par l'Italie);;

MM.;Graeff, ambassadeur;28 juin 1988.
;Colin de Verdière, ambassadeur;13 mars 1991.
;Masset (Jean-Pierre), ambassadeur;23 juin 1994.
;De Suremain, ambassadeur;28 juillet 1998.
;Nicoullaud, ambassadeur;21 mars 2001.
;Poletti, ambassadeur;16 août 2005.

IRLANDE;;

MM.;Rivière, envoyé extraordinaire et ministre plénipotentiaire;21 décembre 1944.
;Ostrorog, envoyé extraordinaire et ministre plénipotentiaire;21 novembre 1946.
;Le même, ambassadeur;11 août 1950.
;Félix, ambassadeur;3 août 1951.
;De Blesson, ambassadeur;10 septembre 1955.
;Paris (Jacques-Émile), ambassadeur;6 août 1960.
;Robert du Gardier, ambassadeur;17 septembre 1964.
;D'Harcourt, ambassadeur;7 mars 1969.
;De Menthon, ambassadeur;23 décembre 1974.
;Dupuy, ambassadeur;13 juillet 1977.
;De Folin, ambassadeur;2 avril 1980.
;Batbedat, ambassadeur;24 septembre 1982.
;Guitton, ambassadeur;3 juillet 1985.
;Bouchaud (Jean, Max), ambassadeur;5 mai 1988.
;Combal, ambassadeur;27 avril 1990.
;Mouton, ambassadeur;19 août 1992.
;Benoît de Coignac, ambassadeur;3 novembre 1997.
;De Regnauld de Bellescize, ambassadeur;16 janvier 2001.
;Gérard (Yannick), ambassadeur;25 août 2003.
;Grasset, ambassadeur;23 septembre 2004.
;Roé d’Albert, ambassadeur;11 septembre 2007.
Mme;d'Achon, ambassadrice;7 mai 2010.

ISLANDE;;

MM.;Voillery, envoyé extraordinaire et ministre plénipotentiaire ;23 décembre 1946.
;Le même, ambassadeur;1er mars 1956.
;Brionval (Jean), ambassadeur ;7 janvier 1959.
;Strauss, ambassadeur ;8 février 1962.
MM.;Benoist, ambassadeur;20 décembre 1969.
;Pradelles de Latour Dejean, ambassadeur;6 juin 1973.
;Desbans, ambassadeur;24 mai 1978.
;Legendre, ambassadeur;1er juillet 1982.
;Mas, ambassadeur;30 avril 1985.
;Mer, ambassadeur;4 février 1988.
;Rey-Coquais, ambassadeur;14 octobre 1992.
;Cantoni, ambassadeur;14 novembre 1994.
;Bardollet, ambassadeur;6 décembre 1999.
Mme;Michelangeli, ambassadrice;14 janvier 2005.
M.;Mauvisseau, ambassadeur;30 novembre 2007.
Mme;Dumas, ambassadrice;14 mai 2009.

ISRAËL;;

MM.;Vanthier, chargé d'affaires;1er février 1949.
;Guyon, envoyé extraordinaire et ministre plénipotentiaire;11 juin 1949.
;Le même, ambassadeur;9 octobre 1952.
;Gilbert, ambassadeur;24 novembre 1952.
;Bourdeillette, ambassadeur;10 octobre 1959.
;Rochereau de La Sablière, ambassadeur;11 septembre 1965.
;Huré (Francis), ambassadeur;9 octobre 1968.
;Herly, ambassadeur;15 novembre 1973.
;Bonnefous, ambassadeur;28 décembre 1977.
;Dupont (Jacques), ambassadeur;1er septembre 1982.
;Pierret, ambassadeur;2 juin 1986.
;Lucet, ambassadeur;21 juin 1991.
;Brochand, ambassadeur;13 août 1993.
;De Bouillane de Lacoste (Jean-Noël), ambassadeur;16 novembre 1995.
;Huntzinger, ambassadeur;28 décembre 1999.
;Araud, ambassadeur;10 septembre 2003.
;Casa, ambassadeur;16 octobre 2006.
;Bigot, ambassadeur;30 août 2009.

ITALIE;;

MM.;Couve de Murville, délégué;31 mars 1944.
;Parodi, ambassadeur, délégué;19 janvier 1946.
;Balay, ministre plénipotentiaire, chargé de la délégation française;25 septembre 1946.
;Fouques-Duparc, ambassadeur;29 septembre 1947.
;Palewski (Gaston), ambassadeur;17 août 1957.
;Bérard, ambassadeur;1er juin 1962.
;Burin des Roziers, ambassadeur;4 juillet 1967.
;Lucet, ambassadeur;1er mars 1972.
;Puaux (François), ambassadeur;1er février 1975.
;Senard, ambassadeur;17 février 1981.
;Martinet, ambassadeur;19 novembre 1981.
;Andréani, ambassadeur;17 octobre 1984.
;Perol, ambassadeur;12 octobre 1988.
;Cuvillier, ambassadeur;21 juin 1991.
MM.;Lucet, ambassadeur;4 août 1993.
;Mérimée, ambassadeur;7 septembre 1995.
;Blot (Jacques), ambassadeur;24 juillet 1998.
;Hennekinne, ambassadeur;10 septembre 2002.
;Aubin de la Messuzière, ambassadeur;27 septembre 2005.
;Rochereau de la Sablière, ambassadeur;7 septembre 2007.

JAMAÏQUE;;

MM.;Cazin d 'Honincthun, chargé d'affaires;3 août 1962.
;Epinat, ambassadeur;23 novembre 1962.
;Fournier de Montoussé, ambassadeur;10 juin 1966.
;Louet (Michel), ambassadeur;10 mai 1968.
;O'Connor, ambassadeur;21 mai 1971.;;;;
;Gares, ambassadeur;29 janvier 1974.;;;;
;Mistral, ambassadeur;8 janvier 1979.;;;;
;Massenet, ambassadeur;19 mai 1982.;;;;
;Reuillard, ambassadeur;6 mars 1986.;;;;
;Amiot, ambassadeur;3 avril 1991.;;;;
;Vinson, ambassadeur;4 août 1993.;;;;
;Ariola, ambassadeur;7 avril 1997.;;;;
;Salon, ambassadeur;22 mars 1999.;;;;
;Berniard, ambassadeur;30 août 2000.;;;;
;Hurtut, ambassadeur;16 octobre 2004.;;;;
;Gendry, ambassadeur;5 septembre 2008.;;;;

JAPON;;;;;;

MM.;Le général Pechkoff, chef de la mission française de liaison;;;;;
;auprès du commandant supérieur allié;19 mars 1946.
;Dejean, chef de la mission française de liaison auprès du;
;commandant supérieur allié;20 février 1950.
;Le même, ambassadeur;6 mai 1952.
;Lévi (Daniel), ambassadeur;10 novembre 1953.
;Bérard (Armand), ambassadeur;31 janvier 1956.
;Daridan, ambassadeur;20 avril 1959.
;Dennery, ambassadeur;28 décembre 1961.
;Missoffe, ambassadeur;26 août 1964
;De Guiringaud, ambassadeur;11 mars 1966.
;Lefebvre de Laboulaye, ambassadeur;23 mars 1972.
;Brunet, ambassadeur;19 mars 1975.
;Dauge, ambassadeur;13 juillet 1977.
;Daufresne de La Chevalerie, ambassadeur;8 novembre 1979.
;Ross, ambassadeur;23 décembre 1982.
;Perol, ambassadeur;27 juin 1985.
;Dorin, ambassadeur;25 juin 1987.
;Hennekinne, ambassadeur;9 janvier 1991.
;Ouvrieu, ambassadeur;19 novembre 1993.
;Gourdault-Montagne, ambassadeur;24 juillet 1998.
;Faubournet de Montferrand, ambassadeur;25 novembre 2002.
MM.;Le Lidec, ambassadeur;15 janvier 2006.
;Faure (Philippe), ambassadeur;13 février 2008.

JORDANIE;;

MM.;Dumarçay, envoyé extraordinaire et ministre plénipotentiaire;12 janvier 1948.
;Le même, ambassadeur;16 septembre 1952.
;Guibaut, ambassadeur;25 juin 1953.
;Falaize, ambassadeur;du 8 décembre 1954
;;au 31 octobre 1956.
;Lescot, ambassadeur ;3 octobre 1962.
;Merillon, ambassadeur;16 novembre 1968.
;De Folin, ambassadeur;24 août 1973.
;Charpy, ambassadeur;14 mars 1975.
;Harel, ambassadeur;16 mai 1979.
;Le Chartier de Sedouy, ambassadeur;23 décembre 1981.
;Leclercq (Patrick), ambassadeur ;9 mai 1985.
;Bauchard, ambassadeur;26 juin 1989.
;Bajolet, ambassadeur;25 février 1994.
;Émié, ambassadeur;28 juillet 1998.
;Casa, ambassadeur;10 septembre 2002.
;Gauer, ambassadeur;25 octobre 2006.
Mme;Breuzé,  ambassadrice;31 août 2009.

KAZAKHSTAN;;

MM.;Fessard de Foucault, ambassadeur;3 juin 1992.
;Richard (Alain), ambassadeur;29 décembre 1994.
;Smessow (Serge), ambassadeur;11 janvier 1999.
;Perrolet, ambassadeur;31 janvier 2003.
;Couanon, ambassadeur;7 octobre 2006.
;Berthonnet, ambassadeur;7 novembre 2009.

KENYA;;

MM.;Servoise, chargé d'affaires;12 décembre 1963.
;De Beausse (Jean), ambassadeur;10 juillet 1964.
;Arnaud (Claude), ambassadeur;30 mai 1968.
;Millet (René), ambassadeur;7 novembre 1969.
;Deleau, ambassadeur;23 octobre 1972.
;Girard, ambassadeur;8 décembre 1976.
;Duzer, ambassadeur;28 avril 1980.
;Van Grevenynghe, ambassadeur;11 janvier 1984.
;Leclerc, ambassadeur;7 juillet 1987.
;De Bonnecorse Benault de Lubières, ambassadeur;30 mai 1990.
;Rougagnou, ambassadeur;13 août 1993.
;Depaigne, ambassadeur;12 janvier 1996.
;Jacquemot, ambassadeur;30 août 2000.
;Fournier, ambassadeur;8 janvier 2004.
Mme;Barbier, ambassadrice;3 novembre 2006.
M;De Montaigne de Poncins, ambassadeur;22 octobre 2010.

KIRGHIZISTAN;;

MM.;Morel (Pierre), ambassadeur;7 septembre 1993.
;Richard, ambassadeur;9 décembre 1996.
;Smessow (Serge), ambassadeur;29 janvier 1999.
;Perrolet, ambassadeur;31 janvier 2003.
;Couanon, ambassadeur;6 février 2007.
;Fourrière, ambassadeur;1 avril 2010.

KIRIBATI;;

MM.;Puissant, ambassadeur;13 octobre 1982.
;Dupont (Daniel), ambassadeur;2 avril 1984.
;Jacolin, ambassadeur;30 mai 1990.
;Costilhes, ambassadeur;13 août 1993.
;Jolivet, ambassadeur;6 février 1997.
;Vidon (Jean-Pierre), ambassadeur;30 mars 2000.
;Berg, ambassadeur;30 juin 2004.
;Bouffandeau, ambassadeur;4 décembre 2006.
;Monnier, ambassadeur;25 novembre 2008.

KOSOVO;;

Mme;Borione, chargée d’affaires a.i.;18 février 2008.
;La même, ambassadrice;21 août 2008.
M. ;Fitou, ambassadeur;7 janvier 2010.

KOWEÏT;;

MM.;Falaize, ambassadeur;avril 1964.
;Carton, chargé d'affaires;1er janvier 1968.
;Le même, ambassadeur;31 juillet 1968.
;Paoli, ambassadeur;14 janvier 1975.
;Blouin, ambassadeur;6 avril 1979.
;Bressot, ambassadeur;18 août 1982.
;Laugel, ambassadeur;20 mai 1986.
;Bellivier, ambassadeur;2 mai 1988.
;Bressot, ambassadeur;1er mars 1991.
;De Bancalis de Maurel d' Aragon, ambassadeur;4 mai 1992.
;Félix-Paganon, ambassadeur;28 mai 1997.
;Paoli, ambassadeur;17 mai 1999.
;Losguardi, ambassadeur;9 octobre 2002.
Mme;Breuzé, ambassadrice;13 septembre 2005.
M.;Gehan, ambassadeur;16 septembre 2007.
Mme;Nada, ambassadrice;6 octobre 2010.

LAOS;;

MM.;Guibaut, haut représentant;1er mai 1955.
;Gassouin, ambassadeur;17 janvier 1957.
;Falaize, ambassadeur;11 décembre 1959.
;Millet (Pierre), ambassadeur;5 novembre 1963.
MM.;Arnaud (Claude), ambassadeur;12 janvier 1966.
;Ross, ambassadeur;5 avril 1968.
;Cardi, ambassadeur;14 mars 1973.
;Duzer, ambassadeur;11 juin 1976.

(Il n'y a pas eu d'agent diplomatique à Vientiane d'août 1978 à juin 1982);;

MM.;De Bouillane de Lacoste, ambassadeur;21 juin 1982.
;Menguy, ambassadeur;23 avril 1985.
;Dupont (Daniel), ambassadeur;13 novembre 1989.
;Roze, ambassadeur;17 juin 1992.
;Chesnel, ambassadeur;6 octobre 1994.
;Levy (Renaud), ambassadeur;30 décembre 1997.
;Pottier, ambassadeur;21 janvier 2001.
;Portiche, ambassadeur;15 octobre 2004.
;Senemaud, ambassadeur;9 février 2008.

LESOTHO;;

MM.;Balay, ambassadeur;21 août 1967.
;Hutt, ambassadeur;21 février 1970.
;Le Saige de La Villesbrune, ambassadeur;13 juin 1972.
;Blanc, ambassadeur;28 septembre 1977.
;Boyer (Bernard), ambassadeur ;9 avril 1981.
;Serre (Gérard), ambassadeur;15 février 1985.
;Cros, ambassadeur;28 octobre 1987.
;Jouanneau, ambassadeur;18 septembre 1991.
Mme;Bourgois, ambassadrice;23 juin 1994.
